epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,350.591,1.26464,0.85544,1.29196,0.28166,0.19388,0.16177,0.05897,2.48361,3.1471,2.37992,0.00096836,0.00096836,0.00096836
129,353.242,1.26205,0.87855,1.3007,0.32026,0.2602,0.21052,0.07766,2.37764,3.20478,2.29126,0.000962859,0.000962859,0.000962859
130,356.011,1.24513,0.86393,1.28375,0.26616,0.24427,0.19153,0.07194,2.39978,3.27834,2.36332,0.000957358,0.000957358,0.000957358
131,358.76,1.20971,0.81931,1.27786,0.48082,0.2398,0.23213,0.08636,2.37521,2.98341,2.31556,0.000951857,0.000951857,0.000951857
132,361.446,1.2559,0.83301,1.27404,0.26606,0.26531,0.21835,0.09326,2.40255,3.19109,2.41818,0.000946356,0.000946356,0.000946356
133,364.111,1.2712,0.90367,1.35639,0.21812,0.22959,0.13622,0.05888,2.42459,3.24998,2.46536,0.000940855,0.000940855,0.000940855
134,366.762,1.26639,0.87081,1.29495,0.28567,0.27041,0.19732,0.07381,2.50489,3.00665,2.46401,0.000935354,0.000935354,0.000935354
135,369.404,1.25464,0.89491,1.29539,0.2771,0.29592,0.19432,0.07695,2.4293,2.98951,2.39816,0.000929853,0.000929853,0.000929853
136,372.05,1.14784,0.83319,1.2205,0.22024,0.19388,0.11655,0.0437,2.53135,3.31243,2.54411,0.000924352,0.000924352,0.000924352
137,374.666,1.19897,0.8299,1.25872,0.26385,0.2398,0.17609,0.06813,2.49067,2.80861,2.44499,0.00091885,0.00091885,0.00091885
138,377.297,1.23609,0.8261,1.24893,0.22871,0.29082,0.14909,0.0537,2.47456,2.77889,2.502,0.000913349,0.000913349,0.000913349
139,379.996,1.30012,0.92368,1.3358,0.31268,0.30102,0.20337,0.0783,2.45012,2.86436,2.42174,0.000907848,0.000907848,0.000907848
140,382.649,1.16378,0.77713,1.23762,0.38488,0.22449,0.21166,0.0837,2.55541,2.95315,2.54529,0.000902347,0.000902347,0.000902347
141,385.31,1.20415,0.83042,1.27346,0.33207,0.2551,0.21542,0.08565,2.36552,2.90467,2.3183,0.000896846,0.000896846,0.000896846
142,387.947,1.27487,0.915,1.34857,0.31211,0.22959,0.17295,0.07208,2.3865,3.25411,2.29311,0.000891345,0.000891345,0.000891345
143,390.567,1.17908,0.80597,1.24494,0.30293,0.22838,0.15924,0.06099,2.52315,3.40128,2.44575,0.000885844,0.000885844,0.000885844
144,393.27,1.18287,0.77516,1.23227,0.2349,0.17857,0.10969,0.04014,2.78495,3.35946,2.86223,0.000880343,0.000880343,0.000880343
145,395.926,1.14967,0.76061,1.21383,0.18456,0.21429,0.12518,0.04688,2.71757,3.19805,2.74839,0.000874842,0.000874842,0.000874842
146,398.53,1.19445,0.78457,1.25596,0.25641,0.18649,0.13753,0.05213,2.63308,3.26535,2.66031,0.00086934,0.00086934,0.00086934
147,401.156,1.24014,1.00355,1.29404,0.20069,0.20918,0.12127,0.05062,2.57668,3.24352,2.58095,0.000863839,0.000863839,0.000863839
148,403.871,1.17473,0.78783,1.23581,0.29116,0.27041,0.1697,0.0643,2.63437,3.03993,2.68947,0.000858338,0.000858338,0.000858338
149,406.558,1.14098,0.75985,1.22781,0.31182,0.26355,0.19709,0.07434,2.57049,3.02327,2.62762,0.000852837,0.000852837,0.000852837
150,409.25,1.17679,0.75064,1.22396,0.35203,0.28061,0.23183,0.09037,2.52335,2.92733,2.52094,0.000847336,0.000847336,0.000847336
151,411.873,1.15225,0.78297,1.22829,0.46051,0.28061,0.24268,0.09581,2.41159,2.72305,2.39595,0.000841835,0.000841835,0.000841835
152,414.505,1.15618,0.94482,1.22135,0.31005,0.30102,0.21705,0.08753,2.47751,2.8316,2.40282,0.000836334,0.000836334,0.000836334
153,417.167,1.16527,0.78916,1.23182,0.30227,0.23469,0.15825,0.05863,2.4825,3.15629,2.43578,0.000830833,0.000830833,0.000830833
154,419.846,1.14323,0.76967,1.22914,0.35022,0.19388,0.14509,0.05393,2.48486,3.1614,2.41341,0.000825332,0.000825332,0.000825332
155,422.513,1.15533,0.75812,1.22524,0.27622,0.27065,0.15995,0.0578,2.41026,2.95892,2.30537,0.000819831,0.000819831,0.000819831
156,425.136,1.17136,0.7731,1.21244,0.26523,0.2873,0.1676,0.06391,2.43843,2.93709,2.38611,0.000814329,0.000814329,0.000814329
157,427.814,1.15804,0.73224,1.2121,0.35487,0.18367,0.16843,0.06458,2.54546,3.13056,2.49888,0.000808828,0.000808828,0.000808828
158,430.463,1.14763,0.81192,1.23523,0.358,0.26531,0.21605,0.07737,2.45867,2.89545,2.44259,0.000803327,0.000803327,0.000803327
159,433.106,1.09631,0.74013,1.20025,0.31163,0.32143,0.21285,0.09511,2.32554,2.78333,2.28567,0.000797826,0.000797826,0.000797826
160,435.753,1.23468,0.869,1.29497,0.38862,0.18367,0.15659,0.05661,2.50788,2.99766,2.46058,0.000792325,0.000792325,0.000792325
161,438.388,1.09165,0.71952,1.19615,0.30715,0.22959,0.19267,0.07512,2.48577,3.0462,2.4657,0.000786824,0.000786824,0.000786824
162,441.068,1.13636,0.75144,1.19905,0.33554,0.30102,0.22043,0.08975,2.38368,2.93785,2.44349,0.000781323,0.000781323,0.000781323
163,443.769,1.13558,0.78314,1.22069,0.36849,0.28571,0.24075,0.09864,2.46006,2.73846,2.48851,0.000775822,0.000775822,0.000775822
164,446.461,1.13783,0.74882,1.20358,0.27149,0.31633,0.1834,0.07252,2.39703,2.99915,2.41474,0.000770321,0.000770321,0.000770321
165,449.094,1.10727,0.72493,1.19145,0.37845,0.29823,0.24241,0.09779,2.34902,2.72636,2.34828,0.00076482,0.00076482,0.00076482
166,451.721,1.09452,0.70564,1.17752,0.44325,0.28061,0.25761,0.10301,2.3119,2.70767,2.36103,0.000759318,0.000759318,0.000759318
167,454.449,1.13343,0.72633,1.18854,0.4368,0.2449,0.22893,0.09192,2.41663,2.91482,2.43519,0.000753817,0.000753817,0.000753817
168,457.152,1.11061,0.74479,1.20039,0.27784,0.25715,0.21013,0.08219,2.45896,3.0303,2.46864,0.000748316,0.000748316,0.000748316
169,459.78,1.19611,0.89016,1.32363,0.28068,0.32143,0.20916,0.07295,2.4527,2.94045,2.4785,0.000742815,0.000742815,0.000742815
170,462.42,1.10752,0.70468,1.19968,0.40883,0.22959,0.2109,0.08279,2.41516,3.10951,2.45994,0.000737314,0.000737314,0.000737314
171,465.115,1.14203,0.76239,1.2192,0.37717,0.30612,0.26412,0.10595,2.43112,2.77589,2.44709,0.000731813,0.000731813,0.000731813
172,467.798,1.09167,0.69966,1.17133,0.32635,0.27041,0.24827,0.09888,2.38959,2.85803,2.48125,0.000726312,0.000726312,0.000726312
173,470.417,1.07655,0.74545,1.17696,0.31733,0.30102,0.21399,0.08654,2.50103,2.85397,2.54249,0.000720811,0.000720811,0.000720811
174,473.073,1.08138,0.67454,1.16256,0.36299,0.2762,0.21405,0.08975,2.40329,2.89456,2.46313,0.00071531,0.00071531,0.00071531
175,475.718,1.07728,0.7143,1.1733,0.33781,0.27551,0.24646,0.10468,2.39156,2.78945,2.49628,0.000709809,0.000709809,0.000709809
176,478.426,1.05653,0.65972,1.16285,0.29735,0.31633,0.24244,0.09748,2.45529,3.08764,2.51513,0.000704307,0.000704307,0.000704307
177,481.126,1.03873,0.6723,1.14329,0.30547,0.29592,0.25109,0.10395,2.3874,2.98517,2.48571,0.000698806,0.000698806,0.000698806
178,483.789,1.07015,0.67877,1.16062,0.38629,0.25,0.2389,0.10305,2.49069,3.07031,2.4947,0.000693305,0.000693305,0.000693305
179,486.393,1.08918,0.71234,1.1864,0.4099,0.20408,0.22428,0.09641,2.46891,3.14958,2.485,0.000687804,0.000687804,0.000687804
180,489.028,1.10848,0.71369,1.17812,0.33741,0.2449,0.19881,0.08548,2.46014,3.12304,2.53148,0.000682303,0.000682303,0.000682303
181,491.732,1.08056,0.69317,1.16326,0.34019,0.26306,0.21702,0.08566,2.44849,3.26448,2.50866,0.000676802,0.000676802,0.000676802
182,494.39,1.04844,0.65054,1.13437,0.39542,0.23469,0.22764,0.0926,2.45631,3.25055,2.50629,0.000671301,0.000671301,0.000671301
183,497.025,1.08325,0.70041,1.19345,0.34175,0.29082,0.24048,0.09579,2.40423,3.18853,2.41369,0.0006658,0.0006658,0.0006658
184,499.638,1.0534,0.66865,1.14811,0.27741,0.26531,0.20979,0.08268,2.45754,3.1417,2.41921,0.000660299,0.000660299,0.000660299
185,502.316,1.06542,0.66246,1.15414,0.33909,0.24083,0.21411,0.08797,2.48072,3.20438,2.47936,0.000654798,0.000654798,0.000654798
