epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,505.003,1.01207,0.63113,1.12269,0.41185,0.2551,0.24142,0.09503,2.46935,3.13984,2.42572,0.000649297,0.000649297,0.000649297
187,507.688,1.06068,0.66333,1.14636,0.44556,0.22959,0.22441,0.09769,2.42065,2.92154,2.41886,0.000643795,0.000643795,0.000643795
188,510.31,1.03342,0.6519,1.14976,0.30343,0.26531,0.19967,0.08192,2.46843,3.09478,2.46733,0.000638294,0.000638294,0.000638294
189,512.946,0.99316,0.65871,1.12068,0.31729,0.30102,0.22969,0.09574,2.46479,2.99159,2.45449,0.000632793,0.000632793,0.000632793
190,515.643,1.01209,0.64283,1.13495,0.36419,0.27041,0.23413,0.09579,2.48603,3.18646,2.56277,0.000627292,0.000627292,0.000627292
191,518.305,1.0479,0.67132,1.14061,0.38932,0.23469,0.24192,0.09939,2.46291,3.27148,2.57342,0.000621791,0.000621791,0.000621791
192,520.933,1.03165,0.64893,1.12848,0.34817,0.2602,0.20418,0.0919,2.50673,3.17454,2.55311,0.00061629,0.00061629,0.00061629
193,523.585,0.98346,0.60614,1.11571,0.28806,0.27551,0.2061,0.08668,2.53027,3.12761,2.56929,0.000610789,0.000610789,0.000610789
194,526.266,0.9953,0.62843,1.13093,0.3064,0.25,0.20131,0.08429,2.52697,3.38928,2.5341,0.000605288,0.000605288,0.000605288
195,528.927,0.98933,0.63674,1.12237,0.3658,0.22366,0.19874,0.08076,2.47369,3.27687,2.47655,0.000599787,0.000599787,0.000599787
196,531.597,1.00302,0.61491,1.14066,0.39739,0.23553,0.23617,0.10219,2.41008,3.1091,2.45844,0.000594286,0.000594286,0.000594286
197,534.242,1.0244,0.66151,1.12419,0.37116,0.22449,0.21943,0.09397,2.48741,3.2184,2.50328,0.000588784,0.000588784,0.000588784
198,536.872,1.02346,0.63903,1.13002,0.36958,0.26322,0.2262,0.08812,2.4977,3.13425,2.53914,0.000583283,0.000583283,0.000583283
199,539.548,1.02674,0.67725,1.12617,0.32543,0.27041,0.20266,0.08566,2.46624,3.0735,2.54147,0.000577782,0.000577782,0.000577782
200,542.194,1.08513,0.69998,1.16901,0.29757,0.20408,0.18277,0.08141,2.43901,3.11309,2.52806,0.000572281,0.000572281,0.000572281
201,544.862,1.13792,0.82183,1.22084,0.30006,0.25373,0.20347,0.08396,2.39564,3.03721,2.3823,0.00056678,0.00056678,0.00056678
202,547.468,0.9744,0.62512,1.11068,0.30994,0.2602,0.21181,0.09635,2.39621,2.9864,2.45891,0.000561279,0.000561279,0.000561279
203,550.118,0.95315,0.6071,1.09031,0.36504,0.27041,0.21322,0.09095,2.4807,3.27516,2.51658,0.000555778,0.000555778,0.000555778
204,552.834,1.00825,0.61331,1.09926,0.32504,0.27041,0.23195,0.10101,2.41504,3.19994,2.45591,0.000550277,0.000550277,0.000550277
205,555.483,0.98965,0.62429,1.11465,0.31567,0.25,0.21263,0.09074,2.47694,3.32794,2.46725,0.000544776,0.000544776,0.000544776
206,558.097,1.05072,0.65693,1.16322,0.40861,0.25735,0.2349,0.09954,2.37112,3.14158,2.43388,0.000539275,0.000539275,0.000539275
207,560.716,1.07781,0.71334,1.17261,0.31178,0.26531,0.22089,0.08929,2.43049,3.25342,2.45574,0.000533773,0.000533773,0.000533773
208,563.378,0.98501,0.62464,1.11664,0.31461,0.2602,0.22602,0.10202,2.37591,3.25581,2.39833,0.000528272,0.000528272,0.000528272
209,566.006,1.0124,0.63946,1.12378,0.34735,0.2449,0.22242,0.08882,2.50974,3.3353,2.52102,0.000522771,0.000522771,0.000522771
210,568.668,1.07262,0.68645,1.253,0.3184,0.28061,0.22965,0.09495,2.48893,3.06862,2.55572,0.00051727,0.00051727,0.00051727
211,571.264,1.0347,0.62017,1.128,0.38317,0.23469,0.21523,0.0797,2.53275,3.23418,2.63603,0.000511769,0.000511769,0.000511769
212,573.885,1.01031,0.62341,1.11756,0.32097,0.30102,0.22352,0.08892,2.52267,2.94048,2.56997,0.000506268,0.000506268,0.000506268
213,576.637,1.02325,0.65112,1.14067,0.33811,0.2398,0.21577,0.08536,2.52693,3.06517,2.55385,0.000500767,0.000500767,0.000500767
214,579.311,0.96187,0.6286,1.11376,0.26243,0.26142,0.20835,0.07787,2.48708,3.21552,2.54103,0.000495266,0.000495266,0.000495266
215,581.934,0.97748,0.58484,1.10017,0.25999,0.25813,0.19953,0.078,2.59614,3.36588,2.65395,0.000489765,0.000489765,0.000489765
216,584.577,0.98429,0.58374,1.10928,0.3567,0.21429,0.21709,0.08705,2.48607,3.38089,2.49214,0.000484263,0.000484263,0.000484263
217,587.272,1.00049,0.6148,1.11911,0.27963,0.27041,0.21433,0.08198,2.51912,3.13429,2.53925,0.000478762,0.000478762,0.000478762
218,589.957,0.95917,0.58429,1.09401,0.32487,0.26761,0.23903,0.09369,2.50303,3.02488,2.5455,0.000473261,0.000473261,0.000473261
219,592.667,1.01171,0.63797,1.13941,0.33573,0.27551,0.23115,0.09293,2.51743,3.15005,2.57246,0.00046776,0.00046776,0.00046776
220,595.302,0.91339,0.5673,1.07208,0.42281,0.25041,0.23115,0.09622,2.45649,3.10705,2.51654,0.000462259,0.000462259,0.000462259
221,597.94,0.95808,0.60462,1.09939,0.37751,0.2449,0.21047,0.09224,2.48356,3.14062,2.53244,0.000456758,0.000456758,0.000456758
222,600.618,0.9514,0.56831,1.09055,0.35082,0.2398,0.20643,0.08579,2.54908,3.07164,2.59549,0.000451257,0.000451257,0.000451257
223,603.269,0.94209,0.58499,1.06656,0.40032,0.24183,0.22995,0.0919,2.51156,3.07518,2.58074,0.000445756,0.000445756,0.000445756
224,605.933,0.96623,0.57561,1.08934,0.33915,0.30102,0.23849,0.10539,2.4272,3.15174,2.49659,0.000440255,0.000440255,0.000440255
225,608.558,0.96473,0.59439,1.08989,0.44018,0.20408,0.22709,0.10598,2.38029,3.15206,2.48846,0.000434754,0.000434754,0.000434754
226,611.2,0.95539,0.61345,1.09264,0.36724,0.27041,0.24885,0.11114,2.32259,3.08948,2.42799,0.000429253,0.000429253,0.000429253
227,613.864,0.92394,0.56688,1.07465,0.32675,0.29082,0.23699,0.10343,2.36273,3.08508,2.44869,0.000423751,0.000423751,0.000423751
228,616.537,0.93318,0.56715,1.071,0.35571,0.22959,0.21214,0.0816,2.41988,3.05135,2.48229,0.00041825,0.00041825,0.00041825
229,619.173,0.95969,0.59715,1.0873,0.3569,0.25,0.23012,0.0929,2.41866,3.04748,2.46297,0.000412749,0.000412749,0.000412749
230,621.846,0.99707,0.69337,1.11532,0.3131,0.30612,0.23769,0.09927,2.40108,2.98399,2.50258,0.000407248,0.000407248,0.000407248
231,624.515,0.91301,0.55395,1.09488,0.4377,0.25,0.24767,0.10248,2.41915,2.86164,2.54912,0.000401747,0.000401747,0.000401747
232,627.157,0.93694,0.57738,1.08001,0.33716,0.29082,0.23345,0.09383,2.44172,2.98721,2.52689,0.000396246,0.000396246,0.000396246
233,629.805,0.94001,0.61863,1.10487,0.30525,0.30102,0.22786,0.0899,2.45899,3.15705,2.46992,0.000390745,0.000390745,0.000390745
234,632.437,0.92276,0.56181,1.09386,0.39536,0.2551,0.24205,0.09853,2.36869,3.05065,2.42192,0.000385244,0.000385244,0.000385244
235,635.044,0.90678,0.55809,1.061,0.31996,0.30247,0.25919,0.10848,2.36247,2.92302,2.48616,0.000379743,0.000379743,0.000379743
236,637.698,0.90541,0.57756,1.06926,0.33487,0.32653,0.24978,0.10335,2.42873,3.00749,2.50893,0.000374242,0.000374242,0.000374242
237,640.47,0.88367,0.56308,1.07813,0.42991,0.2551,0.23499,0.10297,2.44515,3.18618,2.48443,0.00036874,0.00036874,0.00036874
238,643.118,0.97602,0.68427,1.08927,0.39855,0.27041,0.24961,0.11438,2.42949,3.20696,2.4985,0.000363239,0.000363239,0.000363239
239,645.746,0.91895,0.56204,1.06796,0.40952,0.27551,0.25086,0.11321,2.42758,3.11503,2.51998,0.000357738,0.000357738,0.000357738
240,648.362,0.89905,0.55875,1.07913,0.39478,0.2551,0.23449,0.10669,2.46337,3.11042,2.57146,0.000352237,0.000352237,0.000352237
241,651.089,0.89728,0.54618,1.06843,0.36091,0.2551,0.24754,0.10413,2.45787,3.12829,2.47753,0.000346736,0.000346736,0.000346736
242,653.821,0.90571,0.55502,1.06845,0.38177,0.21939,0.23535,0.09141,2.57443,3.24075,2.57286,0.000341235,0.000341235,0.000341235
243,656.46,0.90506,0.5583,1.09043,0.43318,0.22449,0.22466,0.09573,2.58789,3.20333,2.60792,0.000335734,0.000335734,0.000335734
244,659.086,0.92386,0.56415,1.05939,0.44559,0.22959,0.23799,0.0978,2.51266,3.20713,2.52848,0.000330233,0.000330233,0.000330233
245,661.736,0.93808,0.59547,1.10158,0.46586,0.22449,0.24632,0.09607,2.56379,3.14213,2.60286,0.000324732,0.000324732,0.000324732
246,664.409,0.87149,0.52069,1.0334,0.35134,0.22959,0.2294,0.08923,2.6276,3.1934,2.66971,0.000319231,0.000319231,0.000319231
247,667.064,0.88485,0.56752,1.06299,0.42638,0.2602,0.23982,0.09685,2.46435,3.20266,2.54394,0.000313729,0.000313729,0.000313729
248,669.681,0.89504,0.55287,1.0983,0.37927,0.23469,0.22539,0.09335,2.50674,3.18759,2.57006,0.000308228,0.000308228,0.000308228
249,672.297,0.92203,0.54353,1.08226,0.46696,0.18878,0.20362,0.08296,2.53971,3.29105,2.52573,0.000302727,0.000302727,0.000302727
250,674.988,0.89653,0.63901,1.0707,0.4148,0.20408,0.21364,0.08842,2.57077,3.21026,2.52969,0.000297226,0.000297226,0.000297226
251,677.66,0.89646,0.56397,1.05636,0.36415,0.21939,0.20824,0.08374,2.57698,3.22405,2.58767,0.000291725,0.000291725,0.000291725
252,680.284,0.8721,0.55266,1.04503,0.33914,0.2449,0.20583,0.08279,2.50411,3.27872,2.54906,0.000286224,0.000286224,0.000286224
253,682.904,0.90796,0.53577,1.06115,0.42277,0.23169,0.21988,0.09636,2.42695,3.32391,2.46741,0.000280723,0.000280723,0.000280723
254,685.537,0.90376,0.6039,1.09181,0.46604,0.23469,0.21614,0.09102,2.44938,3.31843,2.46198,0.000275222,0.000275222,0.000275222
255,688.231,0.94346,0.6096,1.10569,0.34389,0.27041,0.21496,0.09128,2.50463,3.22253,2.58107,0.000269721,0.000269721,0.000269721
256,690.873,0.83219,0.50821,1.03804,0.30201,0.27817,0.22049,0.09177,2.52267,3.19442,2.57836,0.00026422,0.00026422,0.00026422
257,693.482,0.91878,0.57867,1.10319,0.27988,0.28061,0.22361,0.09529,2.48404,3.28004,2.53879,0.000258718,0.000258718,0.000258718
258,696.147,0.89237,0.52696,1.07514,0.32454,0.25,0.22237,0.09467,2.54221,3.30376,2.65095,0.000253217,0.000253217,0.000253217
259,698.825,0.86615,0.57457,1.06297,0.32525,0.27551,0.23257,0.10228,2.4789,3.2519,2.63507,0.000247716,0.000247716,0.000247716
260,701.502,0.86528,0.55994,1.04242,0.41257,0.27041,0.25342,0.1162,2.47171,3.1766,2.57019,0.000242215,0.000242215,0.000242215
261,704.162,0.88543,0.54873,1.07043,0.40898,0.27551,0.2536,0.10913,2.50491,3.10283,2.6021,0.000236714,0.000236714,0.000236714
262,706.808,0.83677,0.54201,1.0275,0.32333,0.29592,0.23349,0.10394,2.44859,3.1543,2.50682,0.000231213,0.000231213,0.000231213
263,709.431,0.86834,0.54264,1.03714,0.32773,0.30102,0.21877,0.09563,2.51425,3.1971,2.58217,0.000225712,0.000225712,0.000225712
264,712.077,0.90687,0.58346,1.09336,0.33223,0.28061,0.22506,0.09647,2.54948,3.2545,2.6564,0.000220211,0.000220211,0.000220211
265,714.749,0.85754,0.51137,1.02722,0.41532,0.2398,0.22289,0.09245,2.58308,3.12855,2.69985,0.00021471,0.00021471,0.00021471
266,717.361,0.87183,0.55369,1.04618,0.329,0.2602,0.21017,0.08769,2.56432,3.19403,2.66464,0.000209209,0.000209209,0.000209209
267,719.999,0.90504,0.61363,1.06458,0.33482,0.24911,0.20287,0.08476,2.55065,3.22227,2.59428,0.000203707,0.000203707,0.000203707
268,722.683,0.83906,0.5205,1.02401,0.29731,0.28495,0.22006,0.08467,2.54293,3.14836,2.58393,0.000198206,0.000198206,0.000198206
269,725.414,0.83429,0.5189,1.04202,0.41503,0.23469,0.2372,0.09841,2.48559,3.09226,2.54009,0.000192705,0.000192705,0.000192705
270,728.066,0.83993,0.52785,1.09301,0.39301,0.27041,0.24549,0.10404,2.5053,3.23574,2.55063,0.000187204,0.000187204,0.000187204
271,730.687,0.87233,0.5174,1.03369,0.37232,0.28571,0.25734,0.10831,2.46862,3.21897,2.55664,0.000181703,0.000181703,0.000181703
272,733.309,0.9356,0.61758,1.08731,0.39233,0.28061,0.25334,0.11013,2.45895,3.24062,2.56968,0.000176202,0.000176202,0.000176202
273,735.988,0.85486,0.51892,1.04477,0.49621,0.22959,0.24526,0.11154,2.42896,3.15174,2.55764,0.000170701,0.000170701,0.000170701
274,738.665,0.81725,0.52264,1.01668,0.37704,0.2602,0.2415,0.10587,2.48177,3.22388,2.57969,0.0001652,0.0001652,0.0001652
275,741.307,0.84328,0.50971,1.02816,0.39172,0.2398,0.22812,0.0988,2.48761,3.20513,2.58838,0.000159699,0.000159699,0.000159699
276,743.951,0.86122,0.566,1.0544,0.41711,0.2449,0.22984,0.09943,2.48783,3.20538,2.57304,0.000154198,0.000154198,0.000154198
277,746.589,0.86609,0.63107,1.12014,0.36673,0.26297,0.23796,0.10791,2.48677,3.2149,2.57207,0.000148696,0.000148696,0.000148696
278,749.224,0.83312,0.50099,1.02523,0.40245,0.2449,0.24025,0.10619,2.44311,3.23105,2.52836,0.000143195,0.000143195,0.000143195
279,751.918,0.85132,0.59634,1.06398,0.36245,0.2551,0.2454,0.10759,2.43928,3.13244,2.53344,0.000137694,0.000137694,0.000137694
280,754.575,0.84643,0.64491,1.09681,0.37933,0.2449,0.2473,0.10347,2.45759,3.12894,2.55498,0.000132193,0.000132193,0.000132193
281,757.174,0.82408,0.55782,1.04957,0.39807,0.2362,0.2474,0.10179,2.45743,3.22719,2.54908,0.000126692,0.000126692,0.000126692
282,759.859,0.89908,0.54706,1.10961,0.34979,0.2602,0.24425,0.10222,2.43417,3.28099,2.52895,0.000121191,0.000121191,0.000121191
283,762.531,0.83367,0.50822,1.05964,0.3567,0.2602,0.24224,0.1036,2.40743,3.3021,2.50656,0.00011569,0.00011569,0.00011569
284,765.183,0.79836,0.52539,1.00804,0.41847,0.2449,0.24031,0.10573,2.44745,3.25502,2.54589,0.000110189,0.000110189,0.000110189
285,767.801,0.88453,0.60789,1.08849,0.3939,0.2551,0.24587,0.10654,2.45061,3.2162,2.5407,0.000104688,0.000104688,0.000104688
286,770.439,0.81386,0.5105,1.02564,0.41726,0.2602,0.23688,0.1078,2.45446,3.21309,2.53271,9.91865e-05,9.91865e-05,9.91865e-05
287,773.126,0.8251,0.59018,1.03515,0.44486,0.26531,0.24642,0.10955,2.46328,3.16635,2.55017,9.36854e-05,9.36854e-05,9.36854e-05
288,775.804,0.79551,0.469,1.00145,0.43097,0.28061,0.24221,0.10711,2.45424,3.20349,2.5363,8.81843e-05,8.81843e-05,8.81843e-05
289,778.419,0.80611,0.50013,1.03038,0.41502,0.27041,0.23882,0.1083,2.44146,3.25765,2.53507,8.26832e-05,8.26832e-05,8.26832e-05
290,781.06,0.82379,0.53445,1.04157,0.36812,0.2602,0.23013,0.10541,2.4495,3.23111,2.55169,7.71821e-05,7.71821e-05,7.71821e-05
291,797.453,0.77867,0.50445,0.99258,0.36365,0.2551,0.23791,0.10622,2.47064,3.31342,2.57331,7.1681e-05,7.1681e-05,7.1681e-05
292,800.056,0.72912,0.40083,0.96458,0.31285,0.27551,0.23004,0.10153,2.45777,3.33542,2.5467,6.61799e-05,6.61799e-05,6.61799e-05
293,802.727,0.75982,0.44151,0.9809,0.3789,0.2551,0.22995,0.10017,2.46485,3.26984,2.57318,6.06788e-05,6.06788e-05,6.06788e-05
294,805.298,0.71847,0.38742,0.96844,0.41481,0.25,0.22888,0.09774,2.45426,3.204,2.55842,5.51777e-05,5.51777e-05,5.51777e-05
295,807.924,0.76838,0.44301,1.03381,0.45415,0.25,0.23129,0.09583,2.45656,3.1667,2.5676,4.96766e-05,4.96766e-05,4.96766e-05
296,810.548,0.70501,0.38505,0.95773,0.45961,0.25,0.23211,0.09517,2.46494,3.20874,2.56877,4.41755e-05,4.41755e-05,4.41755e-05
297,813.157,0.74348,0.41236,0.97303,0.45117,0.25,0.23215,0.09644,2.47401,3.22442,2.57244,3.86744e-05,3.86744e-05,3.86744e-05
298,815.759,0.70664,0.41043,0.96296,0.44901,0.25,0.234,0.09519,2.47071,3.22212,2.55767,3.31733e-05,3.31733e-05,3.31733e-05
299,818.317,0.71887,0.45529,0.97464,0.42798,0.25,0.23463,0.09553,2.45883,3.21334,2.54585,2.76722e-05,2.76722e-05,2.76722e-05
300,820.895,0.74686,0.52794,1.03169,0.43224,0.25,0.23415,0.09655,2.46742,3.2177,2.54686,2.21711e-05,2.21711e-05,2.21711e-05
